"","Vez","Codigo","C1","C2","EP","C3","C4","EF","Prom","Sust","Final","Curso","Ciclo"
"1309","1","136009",12,13,12,11,11,12,12,"ND",12,"Sistema Gestor de Base de Datos",6
"1310","1","136067",12,13,11,13,16,12,13,"ND",13,"Sistema Gestor de Base de Datos",6
"1311","1","138758",11,11,12,12,11,15,12,"ND",12,"Sistema Gestor de Base de Datos",6
"1312","1","156723",13,15,11,11,14,11,12,"ND",12,"Sistema Gestor de Base de Datos",6
"1313","1","138542",15,11,12,15,13,14,13,"ND",13,"Sistema Gestor de Base de Datos",6
"1314","1","138588",14,11,14,12,10,13,12,"ND",12,"Sistema Gestor de Base de Datos",6
"1315","1","90594",9,15,13,13,9,15,13,"ND",13,"Sistema Gestor de Base de Datos",6
"1316","1","140980",11,12,14,13,12,13,13,"ND",13,"Sistema Gestor de Base de Datos",6
"1317","1","136546",13,8,12,10,13,14,12,"ND",12,"Sistema Gestor de Base de Datos",6
"1318","1","127102",10,10,14,14,15,12,13,"ND",13,"Sistema Gestor de Base de Datos",6
"1319","1","140274",15,10,15,12,9,11,12,"ND",12,"Sistema Gestor de Base de Datos",6
"1320","1","136981",12,10,14,14,14,10,13,"ND",13,"Sistema Gestor de Base de Datos",6
"1321","1","139782",9,13,12,12,12,14,12,"ND",12,"Sistema Gestor de Base de Datos",6
"1322","1","132138",8,10,11,15,13,15,13,"ND",13,"Sistema Gestor de Base de Datos",6
"1323","1","135888",8,10,12,11,7,15,11,"ND",11,"Sistemas Operativos",6
"1324","1","136749",11,9,15,15,14,8,12,"ND",12,"Sistemas Operativos",6
"1325","1","144594",13,13,13,11,15,14,13,"ND",13,"Sistemas Operativos",6
"1326","1","117711",14,15,10,11,7,14,11,"ND",11,"Sistemas Operativos",6
"1327","1","117699",9,14,12,13,14,10,12,"ND",12,"Sistemas Operativos",6
"1328","1","134691",14,13,10,11,13,10,11,"ND",11,"Sistemas Operativos",6
"1329","1","136442",10,13,12,8,10,10,10,"12",11,"Sistemas Operativos",6
"1330","2","131224",13,12,12,12,14,14,13,"ND",13,"Sistemas Operativos",6
"1331","1","136852",11,12,14,11,15,15,14,"ND",14,"Sistemas Operativos",6
"1332","1","139947",13,14,10,12,14,14,13,"ND",13,"Sistemas Operativos",6
"1333","1","137803",11,10,13,14,13,11,12,"ND",12,"Sistemas Operativos",6
"1334","1","125197",15,9,9,12,12,10,11,"ND",11,"Sistemas Operativos",6
"1335","2","123242",10,13,9,14,9,12,11,"ND",11,"Sistemas Operativos",6
"1336","1","138181",15,7,9,13,9,14,11,"ND",11,"Sistemas Operativos",6
"1337","1","136009",9,13,14,11,13,11,12,"ND",12,"Sistemas Operativos",6
"1338","1","136762",12,11,15,11,9,13,12,"ND",12,"Sistemas Operativos",6
"1339","1","124981",7,9,8,9,13,13,11,"ND",11,"Sistemas Operativos",6
"1340","1","167228",7,10,15,12,14,10,12,"ND",12,"Sistemas Operativos",6
"1341","1","140557",14,13,10,8,14,11,11,"ND",11,"Sistemas Operativos",6
"1342","1","136067",18,13,12,16,17,13,15,"ND",15,"Sistemas Operativos",6
"1343","1","138758",14,12,15,13,13,13,13,"ND",13,"Sistemas Operativos",6
"1344","1","156723",13,14,13,7,12,10,11,"ND",11,"Sistemas Operativos",6
"1345","1","138588",15,13,7,15,15,14,13,"ND",13,"Sistemas Operativos",6
"1346","2","127181",9,12,8,13,10,14,11,"ND",11,"Sistemas Operativos",6
"1347","1","140980",10,7,13,12,12,11,11,"ND",11,"Sistemas Operativos",6
"1348","3","78851",13,10,12,11,10,12,11,"ND",11,"Sistemas Operativos",6
"1349","1","126703",12,15,11,7,15,10,12,"ND",12,"Sistemas Operativos",6
"1350","1","79874",10,13,9,15,15,7,11,"ND",11,"Sistemas Operativos",6
"1351","1","140274",13,7,14,14,10,11,12,"ND",12,"Sistemas Operativos",6
"1352","1","136734",14,8,7,9,8,13,10,"ND",10,"Sistemas Operativos",6
"1353","1","136981",9,8,8,11,9,13,10,"ND",10,"Sistemas Operativos",6
"1354","1","122070",11,14,7,14,8,10,10,"ND",10,"Sistemas Operativos",6
"1355","1","139016",15,14,15,9,10,9,11,"ND",11,"Sistemas Operativos",6
"1356","1","1010",8,15,7,13,10,7,10,"11",10,"Sistemas Operativos",6
"1357","1","100985",9,14,10,9,12,11,11,"ND",11,"Sistemas Operativos",6
"1358","1","139782",8,8,9,9,15,9,10,"ND",10,"Sistemas Operativos",6
"1359","1","132138",13,12,12,15,13,11,13,"ND",13,"Sistemas Operativos",6
"1360","1","135888",9,14,7,9,10,11,10,"12",11,"Arquitectura de Redes de Computadoras",7
"1361","1","134691",14,11,14,13,6,13,11,"ND",11,"Arquitectura de Redes de Computadoras",7
"1362","1","72966",16,10,14,8,12,12,12,"ND",11,"Arquitectura de Redes de Computadoras",7
"1363","1","136009",9,17,12,14,5,7,10,"ND",10,"Arquitectura de Redes de Computadoras",7
"1364","1","139137",15,13,15,13,7,12,12,"ND",12,"Arquitectura de Redes de Computadoras",7
"1365","1","136067",0,14,16,16,17,15,15,"ND",15,"Arquitectura de Redes de Computadoras",7
"1366","1","138758",13,14,14,15,13,16,14,"ND",14,"Arquitectura de Redes de Computadoras",7
"1367","2","156723",7,15,8,12,13,11,11,"ND",11,"Arquitectura de Redes de Computadoras",7
"1368","1","138588",20,15,14,9,10,9,11,"ND",11,"Arquitectura de Redes de Computadoras",7
"1369","1","140980",15,14,14,12,14,13,14,"ND",14,"Arquitectura de Redes de Computadoras",7
"1370","2","127102",11,14,17,13,10,10,12,"ND",12,"Arquitectura de Redes de Computadoras",7
"1371","1","140274",14,15,13,14,13,14,14,"ND",14,"Arquitectura de Redes de Computadoras",7
"1372","1","136981",14,11,14,13,10,13,12,"ND",12,"Arquitectura de Redes de Computadoras",7
"1373","1","131387",6,9,7,7,5,14,8,"ND",8,"Arquitectura de Redes de Computadoras",7
"1374","1","139782",12,13,15,16,14,17,15,"ND",15,"Arquitectura de Redes de Computadoras",7
"1375","1","132138",16,14,7,11,9,17,12,"ND",12,"Arquitectura de Redes de Computadoras",7
"1376","1","135888",14,14,13,10,15,14,13,"ND",13,"Investigacion de Operaciones",7
"1377","1","139429",17,13,12,15,10,11,12,"ND",12,"Investigacion de Operaciones",7
"1378","1","134691",11,10,10,9,10,11,10,"13",11,"Investigacion de Operaciones",7
"1379","1","72966",15,13,14,15,17,12,14,"ND",14,"Investigacion de Operaciones",7
"1380","1","131355",11,15,16,17,13,17,15,"ND",15,"Investigacion de Operaciones",7
"1381","1","139669",16,16,15,17,14,9,14,"ND",14,"Investigacion de Operaciones",7
"1382","1","136067",16,16,15,15,15,16,15,"ND",15,"Investigacion de Operaciones",7
"1383","1","138758",13,14,17,16,14,14,15,"ND",15,"Investigacion de Operaciones",7
"1384","1","156723",13,12,14,9,9,17,13,"ND",13,"Investigacion de Operaciones",7
"1385","1","138588",13,20,18,13,14,15,15,"ND",15,"Investigacion de Operaciones",7
"1386","1","90594",16,11,9,12,11,15,12,"ND",12,"Investigacion de Operaciones",7
"1387","1","140980",15,9,11,11,11,16,12,"ND",12,"Investigacion de Operaciones",7
"1388","1","127102",15,16,17,15,15,11,15,"ND",15,"Investigacion de Operaciones",7
"1389","1","140274",13,16,16,12,15,15,15,"ND",15,"Investigacion de Operaciones",7
"1390","1","136981",6,8,9,12,9,13,10,"14",11,"Investigacion de Operaciones",7
"1391","1","131387",10,12,16,14,12,12,13,"ND",13,"Investigacion de Operaciones",7
"1392","1","139782",12,11,16,13,15,14,14,"ND",14,"Investigacion de Operaciones",7
"1393","1","132138",16,9,9,9,15,14,12,"ND",12,"Investigacion de Operaciones",7
"1394","1","135888",14,13,14,14,16,13,14,"ND",14,"Modelado de Proceso de Negocios 2",7
"1395","1","124610",14,13,11,8,12,11,11,"ND",11,"Modelado de Proceso de Negocios 2",7
"1396","1","136749",14,13,16,12,15,13,14,"ND",14,"Modelado de Proceso de Negocios 2",7
"1397","1","144594",16,15,13,15,15,11,14,"ND",14,"Modelado de Proceso de Negocios 2",7
"1398","1","117711",14,13,13,14,13,8,12,"ND",12,"Modelado de Proceso de Negocios 2",7
"1399","1","139655",14,14,15,13,15,14,14,"ND",14,"Modelado de Proceso de Negocios 2",7
"1400","1","117699",14,10,15,15,11,14,13,"ND",13,"Modelado de Proceso de Negocios 2",7
"1401","1","122856",15,14,13,13,11,6,11,"ND",11,"Modelado de Proceso de Negocios 2",7
"1402","1","134691",15,14,15,14,14,14,14,"ND",14,"Modelado de Proceso de Negocios 2",7
"1403","1","136442",14,13,17,13,16,15,15,"ND",15,"Modelado de Proceso de Negocios 2",7
"1404","1","131224",15,13,14,12,14,10,13,"ND",13,"Modelado de Proceso de Negocios 2",7
"1405","1","136852",15,15,16,15,15,15,15,"ND",15,"Modelado de Proceso de Negocios 2",7
"1406","1","139947",15,13,15,15,14,13,14,"ND",14,"Modelado de Proceso de Negocios 2",7
"1407","1","137803",15,12,15,14,14,9,13,"ND",13,"Modelado de Proceso de Negocios 2",7
"1408","1","125197",14,14,11,13,13,11,12,"ND",12,"Modelado de Proceso de Negocios 2",7
"1409","1","123242",13,12,9,8,13,9,10,"11",11,"Modelado de Proceso de Negocios 2",7
"1410","1","138181",15,13,13,15,16,11,14,"ND",14,"Modelado de Proceso de Negocios 2",7
"1411","1","136009",15,15,16,13,14,15,15,"ND",15,"Modelado de Proceso de Negocios 2",7
"1412","1","136762",15,15,14,13,16,12,14,"ND",14,"Modelado de Proceso de Negocios 2",7
"1413","1","124981",13,12,15,8,13,14,13,"ND",13,"Modelado de Proceso de Negocios 2",7
"1414","1","167228",13,13,12,12,11,7,11,"ND",11,"Modelado de Proceso de Negocios 2",7
"1415","1","140557",15,12,15,13,12,11,13,"ND",13,"Modelado de Proceso de Negocios 2",7
"1416","1","136067",16,15,18,17,16,12,15,"ND",15,"Modelado de Proceso de Negocios 2",7
"1417","2","98412",14,13,11,12,13,7,11,"ND",11,"Modelado de Proceso de Negocios 2",7
"1418","1","138758",16,15,17,17,17,14,16,"ND",16,"Modelado de Proceso de Negocios 2",7
"1419","1","156723",15,12,14,16,15,9,13,"ND",13,"Modelado de Proceso de Negocios 2",7
"1420","1","138588",15,14,12,16,16,14,14,"ND",14,"Modelado de Proceso de Negocios 2",7
"1421","1","125585",14,12,12,15,14,13,13,"ND",13,"Modelado de Proceso de Negocios 2",7
"1422","2","127181",14,14,11,12,12,9,11,"ND",11,"Modelado de Proceso de Negocios 2",7
"1423","1","140980",16,16,15,15,14,14,15,"ND",15,"Modelado de Proceso de Negocios 2",7
"1424","3","78851",14,12,12,14,13,13,13,"ND",13,"Modelado de Proceso de Negocios 2",7
"1425","1","126703",13,12,13,12,14,11,12,"ND",12,"Modelado de Proceso de Negocios 2",7
"1426","1","79874",15,14,14,13,13,11,13,"ND",13,"Modelado de Proceso de Negocios 2",7
"1427","1","140274",16,15,16,16,15,11,14,"ND",14,"Modelado de Proceso de Negocios 2",7
"1428","1","136734",14,14,11,10,13,15,13,"ND",13,"Modelado de Proceso de Negocios 2",7
"1429","1","136981",14,14,17,15,17,10,14,"ND",14,"Modelado de Proceso de Negocios 2",7
"1430","1","122070",14,14,14,16,15,12,14,"ND",14,"Modelado de Proceso de Negocios 2",7
"1431","1","139016",14,14,12,14,12,16,14,"ND",14,"Modelado de Proceso de Negocios 2",7
"1432","1","1010",13,10,9,11,12,10,10,"11",11,"Modelado de Proceso de Negocios 2",7
"1433","1","100985",14,13,15,14,15,16,15,"ND",15,"Modelado de Proceso de Negocios 2",7
"1434","1","139782",16,14,17,16,17,14,16,"ND",16,"Modelado de Proceso de Negocios 2",7
"1435","1","132138",14,12,12,13,15,12,13,"ND",13,"Modelado de Proceso de Negocios 2",7
"1436","1","135888",14,12,15,14,13,15,14,"ND",14,"Planeamiento Estrategico de TI",7
"1437","1","136749",14,12,5,14,11,9,10,"ND",10,"Planeamiento Estrategico de TI",7
"1438","1","144594",15,15,9,6,11,4,9,"ND",9,"Planeamiento Estrategico de TI",7
"1439","1","117711",10,16,4,4,5,16,9,"ND",9,"Planeamiento Estrategico de TI",7
"1440","1","134691",15,5,6,8,10,13,9,"ND",9,"Planeamiento Estrategico de TI",7
"1441","1","136442",7,8,12,12,9,4,9,"ND",9,"Planeamiento Estrategico de TI",7
"1442","1","136852",4,14,4,13,14,13,11,"ND",11,"Planeamiento Estrategico de TI",7
"1443","1","139947",8,7,12,12,4,16,10,"ND",10,"Planeamiento Estrategico de TI",7
"1444","1","137803",14,4,11,13,8,15,11,"ND",11,"Planeamiento Estrategico de TI",7
"1445","1","125197",13,11,16,16,8,6,11,"ND",11,"Planeamiento Estrategico de TI",7
"1446","1","123242",5,6,11,10,12,12,11,"11",11,"Planeamiento Estrategico de TI",7
"1447","1","136009",15,15,8,6,12,8,10,"ND",10,"Planeamiento Estrategico de TI",7
"1448","1","136762",12,10,13,10,14,15,13,"ND",13,"Planeamiento Estrategico de TI",7
"1449","1","124981",16,16,16,11,8,13,13,"ND",13,"Planeamiento Estrategico de TI",7
"1450","1","167228",4,14,15,6,16,12,13,"ND",13,"Planeamiento Estrategico de TI",7
"1451","1","140557",9,14,10,12,4,14,10,"12",11,"Planeamiento Estrategico de TI",7
"1452","1","136067",11,17,15,16,16,16,16,"ND",16,"Planeamiento Estrategico de TI",7
"1453","1","109495",7,4,6,13,10,16,10,"14",12,"Planeamiento Estrategico de TI",7
"1454","1","138758",13,15,14,15,16,14,15,"ND",15,"Planeamiento Estrategico de TI",7
"1455","1","156723",15,14,4,10,15,5,9,"ND",9,"Planeamiento Estrategico de TI",7
"1456","1","138588",11,18,12,16,15,14,14,"ND",14,"Planeamiento Estrategico de TI",7
"1457","1","125585",9,13,7,15,15,14,13,"ND",13,"Planeamiento Estrategico de TI",7
"1458","1","127181",7,6,10,8,16,8,10,"ND",10,"Planeamiento Estrategico de TI",7
"1459","1","140980",14,12,16,8,16,10,13,"ND",13,"Planeamiento Estrategico de TI",7
"1460","1","126703",15,13,5,6,4,9,7,"ND",7,"Planeamiento Estrategico de TI",7
"1461","1","79874",13,10,8,6,7,8,8,"ND",8,"Planeamiento Estrategico de TI",7
"1462","1","140274",14,13,15,14,13,14,14,"ND",14,"Planeamiento Estrategico de TI",7
"1463","2","136734",5,7,15,5,13,15,12,"ND",12,"Planeamiento Estrategico de TI",7
"1464","2","136981",15,6,16,13,9,15,13,"ND",13,"Planeamiento Estrategico de TI",7
"1465","1","122070",14,16,6,7,11,16,11,"ND",11,"Planeamiento Estrategico de TI",7
"1466","1","139016",15,11,5,9,15,14,11,"ND",11,"Planeamiento Estrategico de TI",7
"1467","1","135888",8,3,15,6,18,11,12,"ND",12,"Sistemas de Informacion",7
"1468","1","124610",10,8,10,12,14,13,12,"ND",12,"Sistemas de Informacion",7
"1469","1","136749",12,11,14,16,15,14,14,"ND",14,"Sistemas de Informacion",7
"1470","1","144594",14,15,13,12,10,13,12,"ND",12,"Sistemas de Informacion",7
"1471","1","117711",8,17,9,12,12,10,11,"ND",11,"Sistemas de Informacion",7
"1472","1","117699",6,17,4,18,6,4,8,"ND",8,"Sistemas de Informacion",7
"1473","1","122856",8,6,16,14,5,4,9,"ND",9,"Sistemas de Informacion",7
"1474","1","134691",18,7,16,7,9,9,10,"ND",10,"Sistemas de Informacion",7
"1475","1","136442",6,13,8,3,5,16,9,"ND",9,"Sistemas de Informacion",7
"1476","1","131224",15,14,12,11,16,11,13,"ND",13,"Sistemas de Informacion",7
"1477","1","139947",10,6,10,4,3,18,9,"ND",9,"Sistemas de Informacion",7
"1478","1","137803",10,14,5,15,14,15,12,"ND",12,"Sistemas de Informacion",7
"1479","1","125197",7,15,8,18,10,7,10,"13",11,"Sistemas de Informacion",7
"1480","1","123242",12,4,9,16,14,10,11,"ND",11,"Sistemas de Informacion",7
"1481","1","138181",15,6,13,5,15,18,13,"ND",13,"Sistemas de Informacion",7
"1482","1","136009",5,17,10,13,10,15,12,"ND",12,"Sistemas de Informacion",7
"1483","1","136762",14,8,16,11,16,15,14,"ND",14,"Sistemas de Informacion",7
"1484","1","124981",11,9,13,7,8,14,11,"ND",11,"Sistemas de Informacion",7
"1485","1","167228",17,4,5,11,5,10,8,"ND",8,"Sistemas de Informacion",7
"1486","1","140557",13,10,8,10,11,11,10,"12",11,"Sistemas de Informacion",7
"1487","1","136067",17,16,10,14,14,11,13,"ND",13,"Sistemas de Informacion",7
"1488","1","109495",6,7,14,12,14,10,12,"ND",12,"Sistemas de Informacion",7
"1489","2","98412",9,14,5,4,16,15,11,"ND",11,"Sistemas de Informacion",7
"1490","1","138758",16,15,13,15,14,15,14,"ND",14,"Sistemas de Informacion",7
"1491","1","156723",7,15,10,15,3,17,11,"ND",11,"Sistemas de Informacion",7
"1492","1","138588",16,16,12,14,13,10,13,"ND",13,"Sistemas de Informacion",7
"1493","1","125585",7,6,14,7,5,16,10,"ND",10,"Sistemas de Informacion",7
"1494","2","127181",8,5,3,4,10,15,8,"ND",8,"Sistemas de Informacion",7
"1495","1","140980",17,8,10,11,16,16,13,"ND",13,"Sistemas de Informacion",7
"1496","1","97263",10,16,11,5,8,8,9,"ND",9,"Sistemas de Informacion",7
"1497","3","78851",14,18,15,14,7,13,13,"ND",13,"Sistemas de Informacion",7
"1498","1","126703",7,3,8,15,12,6,9,"ND",9,"Sistemas de Informacion",7
"1499","1","79874",6,11,10,11,4,15,10,"ND",10,"Sistemas de Informacion",7
"1500","1","140274",14,12,15,12,14,15,14,"ND",14,"Sistemas de Informacion",7
"1501","1","136734",17,18,15,14,9,9,12,"ND",12,"Sistemas de Informacion",7
"1502","1","136981",3,12,13,6,10,8,9,"ND",9,"Sistemas de Informacion",7
"1503","1","122070",15,18,13,17,16,4,13,"ND",13,"Sistemas de Informacion",7
"1504","1","139016",12,4,15,7,6,3,7,"ND",7,"Sistemas de Informacion",7
"1505","1","1010",11,14,11,5,4,12,9,"11",9,"Sistemas de Informacion",7
"1506","1","100985",14,4,18,12,6,17,12,"ND",12,"Sistemas de Informacion",7
"1507","1","139782",13,14,17,16,16,18,16,"ND",16,"Sistemas de Informacion",7
"1508","1","132138",6,11,16,14,13,10,12,"ND",12,"Sistemas de Informacion",7
"1509","1","136943",11,0,12,13,11,6,9,"ND",9,"Administracion de Redes y Seguridad de la Informacion",8
"1510","1","135888",7,11,6,4,14,11,10,"ND",10,"Administracion de Redes y Seguridad de la Informacion",8
"1511","1","139429",4,7,8,6,3,13,7,"ND",7,"Administracion de Redes y Seguridad de la Informacion",8
"1512","1","134691",12,2,3,6,4,1,4,"ND",4,"Administracion de Redes y Seguridad de la Informacion",8
"1513","2","72966",12,9,11,6,2,12,8,"12",11,"Administracion de Redes y Seguridad de la Informacion",8
"1514","1","131355",0,5,3,9,8,2,5,"ND",5,"Administracion de Redes y Seguridad de la Informacion",8
"1515","1","139669",8,4,3,2,6,4,4,"ND",4,"Administracion de Redes y Seguridad de la Informacion",8
"1516","1","136009",4,3,2,5,2,9,4,"ND",4,"Administracion de Redes y Seguridad de la Informacion",8
"1517","1","139137",14,12,11,9,6,8,9,"ND",9,"Administracion de Redes y Seguridad de la Informacion",8
"1518","1","136067",14,14,20,11,12,7,12,"ND",12,"Administracion de Redes y Seguridad de la Informacion",8
"1519","1","138758",14,15,14,11,13,13,13,"ND",13,"Administracion de Redes y Seguridad de la Informacion",8
"1520","2","156723",14,8,10,8,10,12,10,"ND",10,"Administracion de Redes y Seguridad de la Informacion",8
"1521","1","138542",2,0,2,12,7,5,5,"ND",5,"Administracion de Redes y Seguridad de la Informacion",8
"1522","1","138588",5,6,16,16,12,9,12,"ND",12,"Administracion de Redes y Seguridad de la Informacion",8
"1523","1","90594",8,6,1,0,9,5,5,"ND",5,"Administracion de Redes y Seguridad de la Informacion",8
"1524","1","140980",14,13,13,7,15,12,12,"ND",12,"Administracion de Redes y Seguridad de la Informacion",8
"1525","1","136546",5,10,15,13,3,3,8,"ND",8,"Administracion de Redes y Seguridad de la Informacion",8
"1526","2","127102",2,14,12,14,3,1,7,"ND",7,"Administracion de Redes y Seguridad de la Informacion",8
"1527","1","140274",13,15,15,11,12,14,13,"ND",13,"Administracion de Redes y Seguridad de la Informacion",8
"1528","1","136981",2,0,11,2,8,14,8,"ND",8,"Administracion de Redes y Seguridad de la Informacion",8
"1529","1","131387",12,0,8,1,6,5,5,"ND",5,"Administracion de Redes y Seguridad de la Informacion",8
"1530","1","133194",10,1,6,10,15,8,9,"11",11,"Administracion de Redes y Seguridad de la Informacion",8
"1531","1","139782",5,14,13,1,0,1,5,"ND",5,"Administracion de Redes y Seguridad de la Informacion",8
"1532","1","132138",6,6,15,9,7,3,8,"ND",8,"Administracion de Redes y Seguridad de la Informacion",8
"1533","1","135888",9,12,4,16,12,11,11,"ND",11,"Administacion de Proyectos de Sistemas de Informacion",8
"1534","1","124610",6,16,15,15,5,3,9,"ND",9,"Administacion de Proyectos de Sistemas de Informacion",8
"1535","1","136749",13,13,3,8,16,14,11,"ND",11,"Administacion de Proyectos de Sistemas de Informacion",8
"1536","1","144594",10,5,6,8,6,7,7,"ND",7,"Administacion de Proyectos de Sistemas de Informacion",8
"1537","1","117711",3,6,15,11,16,16,13,"ND",13,"Administacion de Proyectos de Sistemas de Informacion",8
"1538","1","139655",13,3,13,10,12,7,10,"ND",10,"Administacion de Proyectos de Sistemas de Informacion",8
"1539","1","117699",14,14,3,12,12,11,10,"ND",10,"Administacion de Proyectos de Sistemas de Informacion",8
"1540","1","122856",11,16,11,12,15,11,13,"ND",13,"Administacion de Proyectos de Sistemas de Informacion",8
"1541","1","134691",14,11,15,8,8,5,9,"ND",9,"Administacion de Proyectos de Sistemas de Informacion",8
"1542","1","136442",7,11,4,7,11,4,7,"ND",7,"Administacion de Proyectos de Sistemas de Informacion",8
"1543","1","131224",16,6,16,9,3,3,7,"ND",7,"Administacion de Proyectos de Sistemas de Informacion",8
"1544","1","136852",16,8,6,12,14,12,11,"ND",11,"Administacion de Proyectos de Sistemas de Informacion",8
"1545","1","139947",14,10,10,14,13,7,11,"ND",11,"Administacion de Proyectos de Sistemas de Informacion",8
"1546","1","137803",11,14,11,11,7,12,11,"ND",11,"Administacion de Proyectos de Sistemas de Informacion",8
"1547","1","125197",7,8,8,9,10,6,8,"ND",8,"Administacion de Proyectos de Sistemas de Informacion",8
"1548","1","123242",15,13,9,15,15,12,13,"11",13,"Administacion de Proyectos de Sistemas de Informacion",8
"1549","1","138181",8,13,5,5,10,3,7,"ND",7,"Administacion de Proyectos de Sistemas de Informacion",8
"1550","1","136009",8,14,6,6,9,13,9,"ND",9,"Administacion de Proyectos de Sistemas de Informacion",8
"1551","1","136762",13,4,8,12,5,13,9,"ND",9,"Administacion de Proyectos de Sistemas de Informacion",8
"1552","1","124981",5,14,5,9,16,12,11,"ND",11,"Administacion de Proyectos de Sistemas de Informacion",8
"1553","1","167228",14,14,11,8,15,4,10,"ND",10,"Administacion de Proyectos de Sistemas de Informacion",8
"1554","1","140557",6,13,14,13,12,3,10,"ND",10,"Administacion de Proyectos de Sistemas de Informacion",8
"1555","1","136067",14,13,13,14,14,13,13,"ND",13,"Administacion de Proyectos de Sistemas de Informacion",8
"1556","1","109495",10,14,16,7,16,8,12,"ND",12,"Administacion de Proyectos de Sistemas de Informacion",8
"1557","2","98412",13,10,10,8,14,3,9,"ND",9,"Administacion de Proyectos de Sistemas de Informacion",8
"1558","1","138758",14,13,14,10,16,15,14,"ND",14,"Administacion de Proyectos de Sistemas de Informacion",8
"1559","1","156723",4,12,16,16,4,12,11,"ND",11,"Administacion de Proyectos de Sistemas de Informacion",8
"1560","1","138588",15,12,5,10,11,13,10,"6",11,"Administacion de Proyectos de Sistemas de Informacion",8
"1561","1","125585",13,7,7,4,15,6,9,"ND",9,"Administacion de Proyectos de Sistemas de Informacion",8
"1562","2","127181",7,11,12,9,10,5,9,"ND",9,"Administacion de Proyectos de Sistemas de Informacion",8
"1563","1","140980",16,14,13,14,12,13,13,"ND",13,"Administacion de Proyectos de Sistemas de Informacion",8
"1564","1","97263",5,12,15,12,3,14,11,"ND",11,"Administacion de Proyectos de Sistemas de Informacion",8
"1565","3","78851",12,4,14,15,15,11,13,"ND",13,"Administacion de Proyectos de Sistemas de Informacion",8
"1566","1","126703",8,5,10,11,7,14,10,"ND",10,"Administacion de Proyectos de Sistemas de Informacion",8
"1567","1","79874",6,13,15,16,7,3,10,"ND",10,"Administacion de Proyectos de Sistemas de Informacion",8
"1568","1","140274",15,15,12,14,15,15,14,"ND",14,"Administacion de Proyectos de Sistemas de Informacion",8
"1569","1","136734",15,13,4,16,8,5,9,"ND",9,"Administacion de Proyectos de Sistemas de Informacion",8
"1570","1","136981",3,16,8,8,11,13,11,"ND",11,"Administacion de Proyectos de Sistemas de Informacion",8
"1571","1","122070",3,10,6,4,7,13,8,"ND",8,"Administacion de Proyectos de Sistemas de Informacion",8
"1572","1","139016",6,16,12,10,5,9,9,"ND",9,"Administacion de Proyectos de Sistemas de Informacion",8
"1573","1","1010",12,4,3,6,12,9,8,"11",8,"Administacion de Proyectos de Sistemas de Informacion",8
"1574","1","100985",3,14,13,8,3,6,8,"ND",8,"Administacion de Proyectos de Sistemas de Informacion",8
"1575","1","139782",11,12,4,12,3,8,7,"ND",7,"Administacion de Proyectos de Sistemas de Informacion",8
"1576","1","132138",5,3,8,11,9,16,10,"ND",10,"Administacion de Proyectos de Sistemas de Informacion",8
"1577","1","135888",5,16,9,11,9,5,9,"ND",9,"Gestion de TI",8
"1578","1","124610",12,6,15,13,9,11,11,"ND",11,"Gestion de TI",8
"1579","1","136749",13,5,9,13,17,16,13,"ND",13,"Gestion de TI",8
"1580","1","144594",15,16,13,14,14,13,14,"ND",14,"Gestion de TI",8
"1581","1","117711",15,10,12,15,10,11,12,"ND",12,"Gestion de TI",8
"1582","1","139655",5,14,9,8,14,11,11,"ND",11,"Gestion de TI",8
"1583","1","117699",13,8,11,12,12,14,12,"ND",12,"Gestion de TI",8
"1584","1","122856",8,13,11,5,13,14,11,"ND",11,"Gestion de TI",8
"1585","1","134691",15,7,14,14,11,9,11,"ND",11,"Gestion de TI",8
"1586","1","136442",10,17,11,16,14,14,14,"ND",14,"Gestion de TI",8
"1587","1","131224",6,11,9,6,9,15,10,"ND",10,"Gestion de TI",8
"1588","1","136852",11,8,15,6,14,5,10,"ND",10,"Gestion de TI",8
"1589","1","139947",16,14,9,9,8,12,10,"ND",10,"Gestion de TI",8
"1590","1","137803",15,8,12,16,12,7,11,"ND",11,"Gestion de TI",8
"1591","1","125197",6,8,16,8,14,12,12,"ND",12,"Gestion de TI",8
"1592","1","123242",6,10,16,5,17,10,12,"11",12,"Gestion de TI",8
"1593","1","138181",6,14,10,11,14,10,11,"ND",11,"Gestion de TI",8
"1594","1","136009",7,5,16,11,17,17,14,"ND",14,"Gestion de TI",8
"1595","1","136762",9,15,16,15,13,7,12,"ND",12,"Gestion de TI",8
"1596","1","124981",11,15,16,10,16,9,13,"ND",13,"Gestion de TI",8
"1597","1","167228",11,5,12,13,12,5,10,"ND",10,"Gestion de TI",8
"1598","1","140557",17,9,12,13,17,14,14,"ND",14,"Gestion de TI",8
"1599","1","136067",16,15,19,17,16,18,17,"ND",17,"Gestion de TI",8
"1600","1","109495",10,13,17,7,9,11,11,"ND",11,"Gestion de TI",8
"1601","2","98412",11,8,13,8,12,11,11,"ND",11,"Gestion de TI",8
"1602","1","138758",14,13,12,17,15,14,14,"ND",14,"Gestion de TI",8
"1603","1","156723",10,17,12,8,5,15,11,"ND",11,"Gestion de TI",8
"1604","1","138588",12,13,18,16,15,15,15,"ND",15,"Gestion de TI",8
"1605","1","125585",14,14,12,14,5,17,12,"ND",12,"Gestion de TI",8
